variant,R_peri_kpc,R_apo_kpc,z_max_kpc,min_r_sph_kpc,ecc
mcmillan17,0.08583427176512133,8.199769020080566,3.520504951477051,0.0864310935139656,0.9792811051309698
mcmillan17,0.027492827237758154,7.514601230621338,3.2093822956085205,0.02997022308409214,0.9927094976469806
mcmillan17,0.15248293987718972,5.482206344604492,2.3343043327331543,0.5763686299324036,0.9458770724777539
mcmillan17,0.12808995882149277,7.532598972320557,3.7551205158233643,0.13436584174633026,0.9665591541510622
mcmillan17,0.141574785499136,7.436469554901123,2.6078810691833496,0.7840293049812317,0.9626355352015112
mcmillan17,0.034891832415034456,3.4439985752105713,1.4526126384735107,0.4049937427043915,0.9799408269150689
mcmillan17,0.13145495043773336,12.503291130065918,4.250131130218506,0.6554532051086426,0.9791915168535792
mcmillan17,0.11553581483660556,6.338733673095703,2.819296360015869,0.5049723982810974,0.9641986393494646
mcmillan17,0.08527372979237155,11.423836708068848,3.652869939804077,0.734119713306427,0.9851815254962106
mcmillan17,0.14367232613410588,6.761143207550049,3.3459525108337402,0.14695382118225098,0.9583848908248972
mcmillan17,0.10270121454359071,11.762574195861816,3.987743377685547,0.6806772351264954,0.9826887769577558
mcmillan17,0.06396972696481609,6.136375427246094,2.944706916809082,0.22547926008701324,0.9793657529141351
mcmillan17,0.09233281498948397,9.080571174621582,0.14086133241653442,0.09260435402393341,0.9798683568270075
mcmillan17,0.1524380484848139,10.70789623260498,0.4240543246269226,0.1527644693851471,0.9719275586663585
mcmillan17,0.016715415341080044,3.1629271507263184,1.20319402217865,0.48594972491264343,0.9894859783804228
mcmillan17,0.08117140448526432,8.898451805114746,4.170405387878418,0.08184659481048584,0.9819209776199774
mcmillan17,0.03464839932724756,3.154207468032837,1.7677884101867676,0.03597118332982063,0.9782690715614366
mcmillan17,0.04612610371190349,2.546919107437134,1.016411304473877,0.31187137961387634,0.9644232167541236
mcmillan17,0.04975781542149385,11.299559593200684,4.784642219543457,0.2560325562953949,0.9912315756745526
mcmillan17,0.1879848976195065,10.459817886352539,3.7637381553649902,0.6939969062805176,0.9646903870341257
mcmillan17,0.1507841907646288,11.297867774963379,4.100124835968018,0.6411623954772949,0.9736590489053196
mcmillan17,0.11267532498769689,9.528273582458496,3.9939141273498535,0.3489525616168976,0.9766256773955784
mcmillan17,0.04907659263719634,3.787612199783325,1.7667542695999146,0.21098051965236664,0.9744172147951387
mcmillan17,0.05336932628188578,7.705597400665283,3.758119583129883,0.05884142965078354,0.986243187228389
mcmillan17,0.08064672312722891,5.072194576263428,2.5266149044036865,0.08619632571935654,0.9686981537208352
mcmillan17,0.06133003386773395,6.852747917175293,2.5491068363189697,0.7326285243034363,0.9822593744814572
mcmillan17,0.18897494453969652,7.43403959274292,3.242642879486084,0.3701900839805603,0.9504198913394541
mcmillan17,0.031708852527163496,3.799787998199463,1.6487261056900024,0.4082481563091278,0.9834483212370904
mcmillan17,0.155881249525117,7.0677642822265625,2.7066612243652344,0.7175003886222839,0.9568413901706727
mcmillan17,0.15222643697011276,5.805980205535889,2.556105136871338,0.3312748372554779,0.9489019276759803
mcmillan17,0.016070279067739234,1.7869807481765747,0.8852056264877319,0.016399120911955833,0.9821743491172292
mcmillan17,0.021052244505896097,9.829919815063477,3.32505202293396,0.7424371242523193,0.9957258543870409
mcmillan17,0.18784947055988396,9.498696327209473,3.4304447174072266,0.7231886386871338,0.9612143534998528
mcmillan17,0.23378029206983725,7.651979923248291,3.537252902984619,0.3667590618133545,0.9407082422780957
mcmillan17,0.04544935357961977,1.7087749242782593,1.0533634424209595,0.05049455910921097,0.948182961376958
mcmillan17,0.17595950521239134,8.659649848937988,3.0620551109313965,0.7587138414382935,0.9601703746375483
mcmillan17,0.05571335400052209,1.9380757808685303,1.2520495653152466,0.05728023499250412,0.9441130929784295
mcmillan17,0.1496665901989707,7.048126220703125,2.8274288177490234,0.6669891476631165,0.9584131985649048
mcmillan17,0.09945871128299365,12.241832733154297,4.464364051818848,0.5869236588478088,0.9838819605337457
mcmillan17,0.11585080612457573,2.6656951904296875,1.0714836120605469,0.3437112867832184,0.9167004203647254
mcmillan17,0.021880441845480093,10.917366981506348,4.8855390548706055,0.07255394011735916,0.9959996440342371
mcmillan17,0.05274429489785036,9.470542907714844,4.941970348358154,0.0824412852525711,0.9889230905724695
