source_id,P_forward,P_latent,delta
4121084999614519552,0.582,0.1626424452105549,-0.41935755478944503
6104183069278959616,0.979,0.8761405041385851,-0.10285949586141485
6157933103219224064,1.0,1.0,0.0
2581881592415406592,0.961,0.7804317512088975,-0.18056824879110245
6698217350286688768,0.682,0.21291289228559296,-0.4690871077144071
6723695298150331904,0.598,0.1966041085363415,-0.4013958914636585
3738499345877271808,0.991,0.9421162974452507,-0.048883702554749275
5956068716922182144,0.5765,0.10133729734987568,-0.47516270265012434
2617411589112364800,0.804,0.37693156150164486,-0.4270684384983552
6216105690764705408,0.595,0.19705017634102187,-0.39794982365897813
